ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	ECOSYSTEM_SUBTYPE	SPECIFIC_ECOSYSTEM	BROAD_SCALE_LABEL	LOCAL_SCALE_LABEL	MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	COUNT	gold_path_cat	mixs_cat	sum	proportion
Environmental	Aquatic	Marine	Neritic zone	Unclassified	marine biome	marine neritic zone	surface water	ENVO_00000447	ENVO_00000206	ENVO_00002042	2.0	Environmental_Aquatic_Marine_Neritic zone_Unclassified	marine biome_marine neritic zone_surface water	58.0	0.034482758620689655
Environmental	Aquatic	Marine	Intertidal zone	Estuary	estuarine biome	estuary	sea water	ENVO_01000020	ENVO_00000045	ENVO_00002149	12.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	estuarine biome_estuary_sea water	349.0	0.034383954154727794
Environmental	Aquatic	Freshwater	Sediment	Unclassified	freshwater biome	bayou	sediment	ENVO_00000873	ENVO_00000234	ENVO_00002007	10.0	Environmental_Aquatic_Freshwater_Sediment_Unclassified	freshwater biome_bayou_sediment	291.0	0.03436426116838488
Environmental	Terrestrial	Soil	Soil crust	Unclassified	polar biome	-	soil	ENVO_01000339	-	ENVO_00001998	3.0	Environmental_Terrestrial_Soil_Soil crust_Unclassified	polar biome_-_soil	88.0	0.03409090909090909
Environmental	Terrestrial	Soil	Soil crust	Unclassified	terrestrial biome	mountain	soil biocrust	ENVO_00000446	ENVO_00000081	ENVO_01000910	3.0	Environmental_Terrestrial_Soil_Soil crust_Unclassified	terrestrial biome_mountain_soil biocrust	88.0	0.03409090909090909
Environmental	Air	Indoor Air	Dust	Unclassified	-	-	dust	-	-	ENVO_00002008	4.0	Environmental_Air_Indoor Air_Dust_Unclassified	-_-_dust	122.0	0.03278688524590164
Environmental	Aquatic	Marine	Oceanic	Sediment	aquatic biome	borehole	sediment	ENVO_00002030	ENVO_00002226	ENVO_00002007	7.0	Environmental_Aquatic_Marine_Oceanic_Sediment	aquatic biome_borehole_sediment	214.0	0.03271028037383177
Environmental	Aquatic	Freshwater	Groundwater	Contaminated	freshwater biome	-	contaminated water	ENVO_00000873	-	ENVO_00002186	3.0	Environmental_Aquatic_Freshwater_Groundwater_Contaminated	freshwater biome_-_contaminated water	93.0	0.03225806451612903
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome	bayou	fresh water	ENVO_00002030	ENVO_00000234	ENVO_00002011	12.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	aquatic biome_bayou_fresh water	373.0	0.032171581769437
Environmental	Aquatic	Marine	Wetlands	Sediment	aquatic biome	wetland area	-	ENVO_00002030	ENVO_00000043	-	6.0	Environmental_Aquatic_Marine_Wetlands_Sediment	aquatic biome_wetland area_-	188.0	0.031914893617021274
Environmental	Aquatic	Marine	Wetlands	Sediment	aquatic biome	wetland area	gravel	ENVO_00002030	ENVO_00000043	ENVO_01000018	6.0	Environmental_Aquatic_Marine_Wetlands_Sediment	aquatic biome_wetland area_gravel	188.0	0.031914893617021274
Environmental	Aquatic	Marine	Wetlands	Sediment	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	6.0	Environmental_Aquatic_Marine_Wetlands_Sediment	aquatic biome_wetland area_sediment	188.0	0.031914893617021274
Environmental	Terrestrial	Oil reservoir	Unclassified	Unclassified	terrestrial biome	oil reservoir	oil field production water	ENVO_00000446	ENVO_00002185	ENVO_00002194	3.0	Environmental_Terrestrial_Oil reservoir_Unclassified_Unclassified	terrestrial biome_oil reservoir_oil field production water	94.0	0.031914893617021274
Environmental	Aquatic	Marine	Oceanic	Aphotic zone	marine biome	marine aphotic zone	planktonic material	ENVO_00000447	ENVO_00000210	ENVO_01000063	2.0	Environmental_Aquatic_Marine_Oceanic_Aphotic zone	marine biome_marine aphotic zone_planktonic material	63.0	0.031746031746031744
Environmental	Aquatic	Marine	Oceanic	Aphotic zone	marine hydrothermal vent biome	marine hydrothermal vent	sea water	ENVO_01000030	ENVO_01000122	ENVO_00002149	2.0	Environmental_Aquatic_Marine_Oceanic_Aphotic zone	marine hydrothermal vent biome_marine hydrothermal vent_sea water	63.0	0.031746031746031744
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	-	soil	ENVO_00000446	-	ENVO_00001998	80.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_-_soil	2531.0	0.03160806005531411
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	river bank	soil	ENVO_00000446	ENVO_00000143	ENVO_00001998	80.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_river bank_soil	2531.0	0.03160806005531411
Environmental	Terrestrial	Soil	Wetlands	Permafrost	terrestrial biome	palsa mire	permafrost	ENVO_00000446	ENVO_00000188	ENVO_00000134	3.0	Environmental_Terrestrial_Soil_Wetlands_Permafrost	terrestrial biome_palsa mire_permafrost	96.0	0.03125
Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine biome	estuary	sea water	ENVO_00000447	ENVO_00000045	ENVO_00002149	2.0	Environmental_Aquatic_Marine_Intertidal zone_Sediment	marine biome_estuary_sea water	64.0	0.03125
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	natural monument	biofilm	ENVO_00000446	ENVO_00000359	ENVO_00002034	2.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	terrestrial biome_natural monument_biofilm	64.0	0.03125
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	speleothem	rock	ENVO_00000446	ENVO_00000327	ENVO_00001995	2.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	terrestrial biome_speleothem_rock	64.0	0.03125
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	stone exterior wall	biofilm	ENVO_00000446	ENVO_01000495	ENVO_00002034	2.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	terrestrial biome_stone exterior wall_biofilm	64.0	0.03125
Environmental	Terrestrial	Soil	Loam	Unclassified	grassland biome	land	loam	ENVO_01000177	ENVO_01001785	ENVO_00002258	1.0	Environmental_Terrestrial_Soil_Loam_Unclassified	grassland biome_land_loam	32.0	0.03125
Environmental	Terrestrial	Soil	Loam	Unclassified	terrestrial biome	land	loam	ENVO_00000446	ENVO_01001785	ENVO_00002258	1.0	Environmental_Terrestrial_Soil_Loam_Unclassified	terrestrial biome_land_loam	32.0	0.03125
Environmental	Terrestrial	Soil	Loam	Unclassified	terrestrial biome	rhizosphere	bulk soil	ENVO_00000446	ENVO_00005801	ENVO_00005802	1.0	Environmental_Terrestrial_Soil_Loam_Unclassified	terrestrial biome_rhizosphere_bulk soil	32.0	0.03125
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	mesocosm	greenhouse soil	ENVO_00000446	ENVO_01000620	ENVO_00005780	77.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_mesocosm_greenhouse soil	2531.0	0.030422757803239827
Environmental	Aquatic	Marine	Oceanic	Crustal Fluids	marine biome	oceanic subsurface zone	-	ENVO_00000447	ENVO_01001045	-	1.0	Environmental_Aquatic_Marine_Oceanic_Crustal Fluids	marine biome_oceanic subsurface zone_-	33.0	0.030303030303030304
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	pond	hypersaline water	ENVO_00002030	ENVO_00000033	ENVO_00002012	4.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome_pond_hypersaline water	134.0	0.029850746268656716
Environmental	Terrestrial	Soil	Glacier	Unclassified	terrestrial biome	glacial feature	cryoconite deposit	ENVO_00000446	ENVO_00000131	ENVO_03000038	2.0	Environmental_Terrestrial_Soil_Glacier_Unclassified	terrestrial biome_glacial feature_cryoconite deposit	67.0	0.029850746268656716
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	temperate broadleaf forest biome	temperate deciduous broadleaf forest	forest soil	ENVO_01000202	ENVO_01000385	ENVO_00002261	46.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	temperate broadleaf forest biome_temperate deciduous broadleaf forest_forest soil	1549.0	0.029696578437701744
Environmental	Terrestrial	Peat	Unclassified	Unclassified	terrestrial biome	planetary subsurface zone	fracking liquid	ENVO_00000446	ENVO_01000941	ENVO_01001869	26.0	Environmental_Terrestrial_Peat_Unclassified_Unclassified	terrestrial biome_planetary subsurface zone_fracking liquid	880.0	0.029545454545454545
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome	river	river water	ENVO_00002030	ENVO_00000022	ENVO_01000599	11.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	aquatic biome_river_river water	373.0	0.029490616621983913
Environmental	Terrestrial	Soil	Clay	Grasslands	grassland biome	fumarole	sediment	ENVO_01000177	ENVO_00000216	ENVO_00002007	1.0	Environmental_Terrestrial_Soil_Clay_Grasslands	grassland biome_fumarole_sediment	34.0	0.029411764705882353
Environmental	Aquatic	Marine	Pelagic	Unclassified	marine biome	marine water body	planktonic material	ENVO_00000447	ENVO_00001999	ENVO_01000063	5.0	Environmental_Aquatic_Marine_Pelagic_Unclassified	marine biome_marine water body_planktonic material	171.0	0.029239766081871343
Environmental	Terrestrial	Soil	Unclassified	Unclassified	grassland biome	biosphere reserve	grassland soil	ENVO_01000177	ENVO_00000376	ENVO_00005750	74.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	grassland biome_biosphere reserve_grassland soil	2531.0	0.029237455551165546
Environmental	Aquatic	Freshwater	Pond	Unclassified	aquatic biome	pond	stormwater	ENVO_00002030	ENVO_00000033	ENVO_01001267	4.0	Environmental_Aquatic_Freshwater_Pond_Unclassified	aquatic biome_pond_stormwater	137.0	0.029197080291970802
Environmental	Aquatic	Marine	Intertidal zone	Estuary	-	-	-	-	-	-	10.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	-_-_-	349.0	0.02865329512893983
Environmental	Aquatic	Marine	Intertidal zone	Estuary	marine biome	estuary	sea water	ENVO_00000447	ENVO_00000045	ENVO_00002149	10.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	marine biome_estuary_sea water	349.0	0.02865329512893983
Environmental	Terrestrial	Nest	Alligator nest	Unclassified	terrestrial biome	-	soil	ENVO_00000446	-	ENVO_00001998	1.0	Environmental_Terrestrial_Nest_Alligator nest_Unclassified	terrestrial biome_-_soil	35.0	0.02857142857142857
Environmental	Terrestrial	Deep subsurface	Unclassified	Unclassified	terrestrial biome	mine	brine	ENVO_00000446	ENVO_00000076	ENVO_00003044	3.0	Environmental_Terrestrial_Deep subsurface_Unclassified_Unclassified	terrestrial biome_mine_brine	106.0	0.02830188679245283
Environmental	Aquatic	Marine	Oceanic	Sediment	estuarine biome	estuary	-	ENVO_01000020	ENVO_00000045	-	6.0	Environmental_Aquatic_Marine_Oceanic_Sediment	estuarine biome_estuary_-	214.0	0.028037383177570093
Environmental	Aquatic	Marine	Oceanic	Sediment	marine hydrothermal vent biome	marine hydrothermal vent	deep marine sediment	ENVO_01000030	ENVO_01000122	ENVO_00002113	6.0	Environmental_Aquatic_Marine_Oceanic_Sediment	marine hydrothermal vent biome_marine hydrothermal vent_deep marine sediment	214.0	0.028037383177570093
Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	agricultural field	bulk soil	ENVO_00000446	ENVO_00000114	ENVO_00005802	8.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural	terrestrial biome_agricultural field_bulk soil	286.0	0.027972027972027972
Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	estuary	estuarine water	ENVO_00000447	ENVO_00000045	ENVO_01000301	9.0	Environmental_Aquatic_Marine_Intertidal zone_Unclassified	marine biome_estuary_estuarine water	322.0	0.027950310559006212
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	43.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	forest biome_polar_forest soil	1549.0	0.02775984506132989
Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	estuary	coastal sea water	ENVO_00000447	ENVO_00000045	ENVO_00002150	24.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine biome_estuary_coastal sea water	877.0	0.027366020524515394
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	vadose zone	soil	ENVO_00000446	ENVO_00000328	ENVO_00001998	68.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_vadose zone_soil	2531.0	0.026866851047016988
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	oligotrophic lake	lake water	ENVO_01000252	ENVO_01000774	ENVO_04000007	40.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_oligotrophic lake_lake water	1493.0	0.02679169457468185
Environmental	Aquatic	Freshwater	Wetlands	Sediment	aquatic biome	freshwater marsh	sediment	ENVO_00002030	ENVO_00000053	ENVO_00002007	4.0	Environmental_Aquatic_Freshwater_Wetlands_Sediment	aquatic biome_freshwater marsh_sediment	150.0	0.02666666666666667
Environmental	Aquatic	Freshwater	Ice	Glacier	aquatic biome	cryoconite hole	cryoconite deposit	ENVO_00002030	ENVO_03000039	ENVO_03000038	2.0	Environmental_Aquatic_Freshwater_Ice_Glacier	aquatic biome_cryoconite hole_cryoconite deposit	75.0	0.02666666666666667
Environmental	Aquatic	Marine	Wetlands	Sediment	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	5.0	Environmental_Aquatic_Marine_Wetlands_Sediment	marine benthic biome_marine benthic feature_marine sediment	188.0	0.026595744680851064
Environmental	Aquatic	Marine	Wetlands	Sediment	marine biome	saline marsh	sediment	ENVO_00000447	ENVO_00000054	ENVO_00002007	5.0	Environmental_Aquatic_Marine_Wetlands_Sediment	marine biome_saline marsh_sediment	188.0	0.026595744680851064
Environmental	Aquatic	Freshwater	Lake	Sediment	freshwater lake biome	eutrophic lake	lake sediment	ENVO_01000252	ENVO_01000548	ENVO_00000546	15.0	Environmental_Aquatic_Freshwater_Lake_Sediment	freshwater lake biome_eutrophic lake_lake sediment	567.0	0.026455026455026454
Environmental	Air	Outdoor Air	Unclassified	Unclassified	-	troposphere	air	-	ENVO_01000540	ENVO_00002005	30.0	Environmental_Air_Outdoor Air_Unclassified_Unclassified	-_troposphere_air	1147.0	0.026155187445510025
Environmental	Terrestrial	Soil	Loam	Grasslands	grassland biome	biosphere reserve	loam	ENVO_01000177	ENVO_00000376	ENVO_00002258	2.0	Environmental_Terrestrial_Soil_Loam_Grasslands	grassland biome_biosphere reserve_loam	77.0	0.025974025974025976
Environmental	Terrestrial	Soil	Loam	Grasslands	terrestrial biome	land	bulk soil	ENVO_00000446	ENVO_01001785	ENVO_00005802	2.0	Environmental_Terrestrial_Soil_Loam_Grasslands	terrestrial biome_land_bulk soil	77.0	0.025974025974025976
Environmental	Aquatic	Marine	Intertidal zone	Microbialites	aquatic biome	island	-	ENVO_00002030	ENVO_00000098	-	1.0	Environmental_Aquatic_Marine_Intertidal zone_Microbialites	aquatic biome_island_-	39.0	0.02564102564102564
Environmental	Aquatic	Marine	Intertidal zone	Microbialites	marine biome	fjord	rock	ENVO_00000447	ENVO_00000039	ENVO_00001995	1.0	Environmental_Aquatic_Marine_Intertidal zone_Microbialites	marine biome_fjord_rock	39.0	0.02564102564102564
Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	marine hydrothermal vent biome	marine hydrothermal vent	deep marine sediment	ENVO_01000030	ENVO_01000122	ENVO_00002113	2.0	Environmental_Aquatic_Marine_Hydrothermal vents_Sediment	marine hydrothermal vent biome_marine hydrothermal vent_deep marine sediment	80.0	0.025
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	63.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_solid layer_soil	2531.0	0.024891347293559858
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	aquatic biome	ballast tank	balast water	ENVO_00002030	ENVO_01000873	ENVO_01000872	5.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	aquatic biome_ballast tank_balast water	201.0	0.024875621890547265
Environmental	Aquatic	Freshwater	Lentic	Unclassified	aquatic biome	rift lake	lake water	ENVO_00002030	ENVO_00000203	ENVO_04000007	2.0	Environmental_Aquatic_Freshwater_Lentic_Unclassified	aquatic biome_rift lake_lake water	81.0	0.024691358024691357
Environmental	Aquatic	Freshwater	Lentic	Unclassified	freshwater lake biome	freshwater lake	planktonic material	ENVO_01000252	ENVO_00000021	ENVO_01000063	2.0	Environmental_Aquatic_Freshwater_Lentic_Unclassified	freshwater lake biome_freshwater lake_planktonic material	81.0	0.024691358024691357
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	pond	saline water	ENVO_00002030	ENVO_00000033	ENVO_00002010	10.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Unclassified	aquatic biome_pond_saline water	409.0	0.02444987775061125
Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	polar biome	cryoconite hole	ice	ENVO_01000339	ENVO_03000039	ENVO_01001125	1.0	Environmental_Terrestrial_Unclassified_Unclassified_Unclassified	polar biome_cryoconite hole_ice	41.0	0.024390243902439025
Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	polar biome	glacier ice field	ice	ENVO_01000339	ENVO_01001532	ENVO_01001125	1.0	Environmental_Terrestrial_Unclassified_Unclassified_Unclassified	polar biome_glacier ice field_ice	41.0	0.024390243902439025
Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	terrestrial biome	-	-	ENVO_00000446	-	-	1.0	Environmental_Terrestrial_Unclassified_Unclassified_Unclassified	terrestrial biome_-_-	41.0	0.024390243902439025
Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	terrestrial biome	oil reservoir	oil field production water	ENVO_00000446	ENVO_00002185	ENVO_00002194	1.0	Environmental_Terrestrial_Unclassified_Unclassified_Unclassified	terrestrial biome_oil reservoir_oil field production water	41.0	0.024390243902439025
Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	terrestrial biome	stalagmite	rock	ENVO_00000446	ENVO_00000330	ENVO_00001995	1.0	Environmental_Terrestrial_Unclassified_Unclassified_Unclassified	terrestrial biome_stalagmite_rock	41.0	0.024390243902439025
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome	oil well	manufactured product	ENVO_00002030	ENVO_01000003	ENVO_00003074	9.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	aquatic biome_oil well_manufactured product	373.0	0.024128686327077747
Environmental	Aquatic	Sediment	Unclassified	Unclassified	aquatic biome	mine	sediment	ENVO_00002030	ENVO_00000076	ENVO_00002007	3.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	aquatic biome_mine_sediment	125.0	0.024
Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	lagoon	sea water	ENVO_00000447	ENVO_00000038	ENVO_00002149	21.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine biome_lagoon_sea water	877.0	0.02394526795895097
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	biosphere reserve	meadow soil	ENVO_00000446	ENVO_00000376	ENVO_00005761	60.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_biosphere reserve_meadow soil	2531.0	0.023706045041485577
Environmental	Terrestrial	Soil	Unclassified	Agricultural land	cropland biome	farm	farm soil	ENVO_01000245	ENVO_00000078	ENVO_00005749	19.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural land	cropland biome_farm_farm soil	803.0	0.023661270236612703
Environmental	Aquatic	Marine	Oceanic	Sediment	marine biome	marine benthic feature	marine sediment	ENVO_00000447	ENVO_01000105	ENVO_03000033	5.0	Environmental_Aquatic_Marine_Oceanic_Sediment	marine biome_marine benthic feature_marine sediment	214.0	0.02336448598130841
Environmental	Aquatic	Marine	Oceanic	Sediment	marine biome	oceanic subsurface zone	marine sediment	ENVO_00000447	ENVO_01001045	ENVO_03000033	5.0	Environmental_Aquatic_Marine_Oceanic_Sediment	marine biome_oceanic subsurface zone_marine sediment	214.0	0.02336448598130841
Environmental	Terrestrial	Soil	Unclassified	Contaminated	terrestrial biome	agricultural field	agricultural soil	ENVO_00000446	ENVO_00000114	ENVO_00002259	1.0	Environmental_Terrestrial_Soil_Unclassified_Contaminated	terrestrial biome_agricultural field_agricultural soil	43.0	0.023255813953488372
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	eutrophic lake	lake water	ENVO_01000252	ENVO_01000548	ENVO_04000007	34.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_eutrophic lake_lake water	1493.0	0.02277294038847957
Environmental	Aquatic	Freshwater	Ice	Unclassified	aquatic biome	-	ice	ENVO_00002030	-	ENVO_01001125	1.0	Environmental_Aquatic_Freshwater_Ice_Unclassified	aquatic biome_-_ice	45.0	0.022222222222222223
Environmental	Aquatic	Freshwater	Ice	Unclassified	freshwater lake biome	freshwater lake	ice	ENVO_01000252	ENVO_00000021	ENVO_01001125	1.0	Environmental_Aquatic_Freshwater_Ice_Unclassified	freshwater lake biome_freshwater lake_ice	45.0	0.022222222222222223
Environmental	Aquatic	Freshwater	Ice	Unclassified	freshwater lake biome	ice-covered lake	ice	ENVO_01000252	ENVO_00000198	ENVO_01001125	1.0	Environmental_Aquatic_Freshwater_Ice_Unclassified	freshwater lake biome_ice-covered lake_ice	45.0	0.022222222222222223
Environmental	Terrestrial	Soil	Unclassified	Desert	arid biome	arid	soil	ENVO_01001838	ENVO_01000230	ENVO_00001998	2.0	Environmental_Terrestrial_Soil_Unclassified_Desert	arid biome_arid_soil	91.0	0.02197802197802198
Environmental	Aquatic	Freshwater	Pond	Unclassified	freshwater biome	pond	fresh water	ENVO_00000873	ENVO_00000033	ENVO_00002011	3.0	Environmental_Aquatic_Freshwater_Pond_Unclassified	freshwater biome_pond_fresh water	137.0	0.021897810218978103
Environmental	Terrestrial	Agricultural field	Unclassified	Unclassified	terrestrial biome	industrial building	-	ENVO_00000446	ENVO_00003861	-	1.0	Environmental_Terrestrial_Agricultural field_Unclassified_Unclassified	terrestrial biome_industrial building_-	46.0	0.021739130434782608
Environmental	Aquatic	Freshwater	Groundwater	Contaminated	freshwater biome	aquifer	groundwater	ENVO_00000873	ENVO_00012408	ENVO_01001004	2.0	Environmental_Aquatic_Freshwater_Groundwater_Contaminated	freshwater biome_aquifer_groundwater	93.0	0.021505376344086023
Environmental	Aquatic	Marine	Unclassified	Unclassified	oceanic mesopelagic zone biome	marine mesopelagic zone	sea water	ENVO_01000036	ENVO_00000213	ENVO_00002149	72.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	oceanic mesopelagic zone biome_marine mesopelagic zone_sea water	3435.0	0.02096069868995633
Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome	hot spring	groundwater	ENVO_00000873	ENVO_00000051	ENVO_01001004	4.0	Environmental_Aquatic_Freshwater_Groundwater_Unclassified	freshwater biome_hot spring_groundwater	192.0	0.020833333333333332
Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome	well	groundwater	ENVO_00000873	ENVO_00000026	ENVO_01001004	4.0	Environmental_Aquatic_Freshwater_Groundwater_Unclassified	freshwater biome_well_groundwater	192.0	0.020833333333333332
Environmental	Aquatic	Freshwater	Sediment	Unclassified	freshwater biome	aquifer	sediment	ENVO_00000873	ENVO_00012408	ENVO_00002007	6.0	Environmental_Aquatic_Freshwater_Sediment_Unclassified	freshwater biome_aquifer_sediment	291.0	0.020618556701030927
Environmental	Aquatic	Marine	Wetlands	Unclassified	marine biome	wetland area	sea water	ENVO_00000447	ENVO_00000043	ENVO_00002149	2.0	Environmental_Aquatic_Marine_Wetlands_Unclassified	marine biome_wetland area_sea water	98.0	0.02040816326530612
Environmental	Aquatic	Marine	Wetlands	Unclassified	marine biome	wetland area	soil	ENVO_00000447	ENVO_00000043	ENVO_00001998	2.0	Environmental_Aquatic_Marine_Wetlands_Unclassified	marine biome_wetland area_soil	98.0	0.02040816326530612
Environmental	Aquatic	Marine	Oceanic	Photic zone	marine biome	marine water body	planktonic material	ENVO_00000447	ENVO_00001999	ENVO_01000063	2.0	Environmental_Aquatic_Marine_Oceanic_Photic zone	marine biome_marine water body_planktonic material	100.0	0.02
Environmental	Aquatic	Marine	Oceanic	Photic zone	ocean biome	marine photic zone	sea water	ENVO_01000048	ENVO_00000209	ENVO_00002149	2.0	Environmental_Aquatic_Marine_Oceanic_Photic zone	ocean biome_marine photic zone_sea water	100.0	0.02
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	aquatic biome	-	-	ENVO_00002030	-	-	4.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	aquatic biome_-_-	201.0	0.01990049751243781
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	geyser	underground water	ENVO_00000873	ENVO_00000050	ENVO_00005792	4.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater biome_geyser_underground water	201.0	0.01990049751243781
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater lake biome	aquifer	fresh water	ENVO_01000252	ENVO_00012408	ENVO_00002011	4.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater lake biome_aquifer_fresh water	201.0	0.01990049751243781
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater river biome	river	river water	ENVO_01000253	ENVO_00000022	ENVO_01000599	4.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater river biome_river_river water	201.0	0.01990049751243781
Environmental	Terrestrial	Plant litter	Unclassified	Unclassified	terrestrial biome	litter layer	plant litter	ENVO_00000446	ENVO_01000338	ENVO_01000628	13.0	Environmental_Terrestrial_Plant litter_Unclassified_Unclassified	terrestrial biome_litter layer_plant litter	655.0	0.01984732824427481
Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	marine salt marsh biome	saline marsh	sea water	ENVO_01000022	ENVO_00000054	ENVO_00002149	6.0	Environmental_Aquatic_Marine_Intertidal zone_Salt marsh	marine salt marsh biome_saline marsh_sea water	305.0	0.019672131147540985
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Sediment	aquatic biome	hot spring	microbial mat	ENVO_00002030	ENVO_00000051	ENVO_01000008	2.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Sediment	aquatic biome_hot spring_microbial mat	103.0	0.019417475728155338
Environmental	Aquatic	Freshwater	Lake	Sediment	freshwater lake biome	anoxic lake	lake sediment	ENVO_01000252	ENVO_01001072	ENVO_00000546	11.0	Environmental_Aquatic_Freshwater_Lake_Sediment	freshwater lake biome_anoxic lake_lake sediment	567.0	0.019400352733686066
Environmental	Terrestrial	Soil	Wetlands	Unclassified	terrestrial biome	litter layer	soil	ENVO_00000446	ENVO_01000338	ENVO_00001998	5.0	Environmental_Terrestrial_Soil_Wetlands_Unclassified	terrestrial biome_litter layer_soil	258.0	0.01937984496124031
Environmental	Aquatic	Freshwater	Lotic	Unclassified	aquatic biome	aquifer	groundwater	ENVO_00002030	ENVO_00012408	ENVO_01001004	1.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	aquatic biome_aquifer_groundwater	52.0	0.019230769230769232
