ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	ECOSYSTEM_SUBTYPE	SPECIFIC_ECOSYSTEM	BROAD_SCALE_LABEL	LOCAL_SCALE_LABEL	MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	COUNT	gold_path_cat	mixs_cat	sum	proportion
Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	bayou	surface water	ENVO_00000873	ENVO_00000234	ENVO_00002042	6.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	freshwater biome_bayou_surface water	52.0	0.11538461538461539
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	lake	saline water	ENVO_00002030	ENVO_00000020	ENVO_00002010	47.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Unclassified	aquatic biome_lake_saline water	409.0	0.11491442542787286
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	desert biome	desert	rock	ENVO_01000179	ENVO_01001357	ENVO_00001995	7.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	desert biome_desert_rock	64.0	0.109375
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	desert biome	pinnacle	biofilm	ENVO_01000179	ENVO_00000481	ENVO_00002034	7.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	desert biome_pinnacle_biofilm	64.0	0.109375
Environmental	Terrestrial	Soil	Unclassified	Unclassified	-	-	-	-	-	-	273.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	-_-_-	2531.0	0.10786250493875939
Environmental	Aquatic	Marine	Wetlands	Sediment	aquatic biome	canal	sediment	ENVO_00002030	ENVO_00000014	ENVO_00002007	20.0	Environmental_Aquatic_Marine_Wetlands_Sediment	aquatic biome_canal_sediment	188.0	0.10638297872340426
Environmental	Terrestrial	Soil	Unclassified	Agricultural	cropland biome	area of cropland	agricultural soil	ENVO_01000245	ENVO_01000892	ENVO_00002259	30.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural	cropland biome_area of cropland_agricultural soil	286.0	0.1048951048951049
Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	agricultural field	arable soil	ENVO_00000446	ENVO_00000114	ENVO_00005742	30.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural	terrestrial biome_agricultural field_arable soil	286.0	0.1048951048951049
Environmental	Aquatic	Marine	Coastal	Sediment	marine benthic biome	coastal water body	marine sediment	ENVO_01000024	ENVO_02000049	ENVO_03000033	18.0	Environmental_Aquatic_Marine_Coastal_Sediment	marine benthic biome_coastal water body_marine sediment	172.0	0.10465116279069768
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome	beach	liquid water	ENVO_00002030	ENVO_00000091	ENVO_00002006	39.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	aquatic biome_beach_liquid water	373.0	0.10455764075067024
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	-	-	ENVO_00000873	-	-	21.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater biome_-_-	201.0	0.1044776119402985
Environmental	Terrestrial	Soil	Wetlands	Permafrost	terrestrial biome	wetland area	permafrost	ENVO_00000446	ENVO_00000043	ENVO_00000134	10.0	Environmental_Terrestrial_Soil_Wetlands_Permafrost	terrestrial biome_wetland area_permafrost	96.0	0.10416666666666667
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	aquatic biome	hot spring	microbial mat	ENVO_00002030	ENVO_00000051	ENVO_01000008	14.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Unclassified	aquatic biome_hot spring_microbial mat	135.0	0.1037037037037037
Environmental	Aquatic	Marine	Neritic zone	Unclassified	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	6.0	Environmental_Aquatic_Marine_Neritic zone_Unclassified	marine benthic biome_marine benthic feature_marine sediment	58.0	0.10344827586206896
Environmental	Terrestrial	Soil	Soil crust	Unclassified	-	-	-	-	-	-	9.0	Environmental_Terrestrial_Soil_Soil crust_Unclassified	-_-_-	88.0	0.10227272727272728
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome	river	fresh water	ENVO_00002030	ENVO_00000022	ENVO_00002011	38.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	aquatic biome_river_fresh water	373.0	0.10187667560321716
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	land	forest soil	ENVO_01000174	ENVO_01001785	ENVO_00002261	155.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	forest biome_land_forest soil	1549.0	0.1000645577792124
Environmental	Aquatic	Freshwater	Lentic	Sediment	freshwater biome	lentic water body	sediment	ENVO_00000873	ENVO_01000617	ENVO_00002007	2.0	Environmental_Aquatic_Freshwater_Lentic_Sediment	freshwater biome_lentic water body_sediment	20.0	0.1
Environmental	Terrestrial	Soil	Clay	Contaminated	forest biome	land	contaminated soil	ENVO_01000174	ENVO_01001785	ENVO_00002116	1.0	Environmental_Terrestrial_Soil_Clay_Contaminated	forest biome_land_contaminated soil	10.0	0.1
Environmental	Terrestrial	Soil	Clay	Contaminated	terrestrial biome	-	contaminated soil	ENVO_00000446	-	ENVO_00002116	1.0	Environmental_Terrestrial_Soil_Clay_Contaminated	terrestrial biome_-_contaminated soil	10.0	0.1
Environmental	Terrestrial	Soil	Clay	Contaminated	terrestrial biome	land	contaminated soil	ENVO_00000446	ENVO_01001785	ENVO_00002116	1.0	Environmental_Terrestrial_Soil_Clay_Contaminated	terrestrial biome_land_contaminated soil	10.0	0.1
Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	marine biome	lagoon	microbial mat	ENVO_00000447	ENVO_00000038	ENVO_01000008	30.0	Environmental_Aquatic_Marine_Intertidal zone_Salt marsh	marine biome_lagoon_microbial mat	305.0	0.09836065573770492
Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	terrestrial biome	oil reservoir	oil	ENVO_00000446	ENVO_00002185	ENVO_00002985	4.0	Environmental_Terrestrial_Unclassified_Unclassified_Unclassified	terrestrial biome_oil reservoir_oil	41.0	0.0975609756097561
Environmental	Aquatic	Freshwater	Groundwater	Contaminated	aquatic biome	acid mine drainage	acidic water	ENVO_00002030	ENVO_00001997	ENVO_01000358	9.0	Environmental_Aquatic_Freshwater_Groundwater_Contaminated	aquatic biome_acid mine drainage_acidic water	93.0	0.0967741935483871
Environmental	Aquatic	Sediment	Unclassified	Unclassified	aquatic biome	watershed	sediment	ENVO_00002030	ENVO_00000292	ENVO_00002007	12.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	aquatic biome_watershed_sediment	125.0	0.096
Environmental	Aquatic	Sediment	Unclassified	Unclassified	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	12.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	marine benthic biome_marine benthic feature_marine sediment	125.0	0.096
Environmental	Aquatic	Freshwater	Groundwater	Mine drainage	aquatic biome	mine	microbial mat	ENVO_00002030	ENVO_00000076	ENVO_01000008	2.0	Environmental_Aquatic_Freshwater_Groundwater_Mine drainage	aquatic biome_mine_microbial mat	21.0	0.09523809523809523
Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine biome	fjord	sediment	ENVO_00000447	ENVO_00000039	ENVO_00002007	6.0	Environmental_Aquatic_Marine_Intertidal zone_Sediment	marine biome_fjord_sediment	64.0	0.09375
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	desert biome	endolithic environment	rock	ENVO_01000179	ENVO_01000303	ENVO_00001995	6.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	desert biome_endolithic environment_rock	64.0	0.09375
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	-	-	ENVO_00000446	-	-	6.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	terrestrial biome_-_-	64.0	0.09375
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	-	rock	ENVO_00000446	-	ENVO_00001995	6.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	terrestrial biome_-_rock	64.0	0.09375
Environmental	Aquatic	Marine	Oceanic	Sediment	marine biome	sea grass bed	marine sediment	ENVO_00000447	ENVO_01000059	ENVO_03000033	20.0	Environmental_Aquatic_Marine_Oceanic_Sediment	marine biome_sea grass bed_marine sediment	214.0	0.09345794392523364
Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Sediment	aquatic biome	-	brine	ENVO_00002030	-	ENVO_00003044	1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Alkaline_Sediment	aquatic biome_-_brine	11.0	0.09090909090909091
Environmental	Terrestrial	Peat	Unclassified	Unclassified	terrestrial biome	fen	permafrost	ENVO_00000446	ENVO_00000232	ENVO_00000134	78.0	Environmental_Terrestrial_Peat_Unclassified_Unclassified	terrestrial biome_fen_permafrost	880.0	0.08863636363636364
Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	marine hydrothermal vent biome	marine hydrothermal vent	marine sediment	ENVO_01000030	ENVO_01000122	ENVO_03000033	7.0	Environmental_Aquatic_Marine_Hydrothermal vents_Sediment	marine hydrothermal vent biome_marine hydrothermal vent_marine sediment	80.0	0.0875
Environmental	Aquatic	Freshwater	Pond	Sediment	freshwater biome	pond	microbial mat	ENVO_00000873	ENVO_00000033	ENVO_01000008	11.0	Environmental_Aquatic_Freshwater_Pond_Sediment	freshwater biome_pond_microbial mat	126.0	0.0873015873015873
Environmental	Terrestrial	Soil	Unclassified	Tropical rainforest	forest biome	land	forest soil	ENVO_01000174	ENVO_01001785	ENVO_00002261	2.0	Environmental_Terrestrial_Soil_Unclassified_Tropical rainforest	forest biome_land_forest soil	23.0	0.08695652173913043
Environmental	Aquatic	Freshwater	Lentic	Unclassified	aquatic biome	lake	lake water	ENVO_00002030	ENVO_00000020	ENVO_04000007	7.0	Environmental_Aquatic_Freshwater_Lentic_Unclassified	aquatic biome_lake_lake water	81.0	0.08641975308641975
Environmental	Terrestrial	Plant litter	Unclassified	Unclassified	terrestrial biome	agricultural field	plant litter	ENVO_00000446	ENVO_00000114	ENVO_01000628	56.0	Environmental_Terrestrial_Plant litter_Unclassified_Unclassified	terrestrial biome_agricultural field_plant litter	655.0	0.08549618320610687
Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	marine hydrothermal vent biome	marine hydrothermal vent	rock	ENVO_01000030	ENVO_01000122	ENVO_00001995	12.0	Environmental_Aquatic_Marine_Hydrothermal vents_Unclassified	marine hydrothermal vent biome_marine hydrothermal vent_rock	141.0	0.0851063829787234
Environmental	Terrestrial	Oil reservoir	Unclassified	Unclassified	terrestrial biome	oil reservoir	sandstone	ENVO_00000446	ENVO_00002185	ENVO_00002055	8.0	Environmental_Terrestrial_Oil reservoir_Unclassified_Unclassified	terrestrial biome_oil reservoir_sandstone	94.0	0.0851063829787234
Environmental	Terrestrial	Deep subsurface	Fracking water	Unclassified	terrestrial biome	planetary subsurface zone	brine	ENVO_00000446	ENVO_01000941	ENVO_00003044	3.0	Environmental_Terrestrial_Deep subsurface_Fracking water_Unclassified	terrestrial biome_planetary subsurface zone_brine	36.0	0.08333333333333333
Environmental	Aquatic	Marine	Oceanic	Benthic	marine benthic biome	marine benthic feature	sea water	ENVO_01000024	ENVO_01000105	ENVO_00002149	1.0	Environmental_Aquatic_Marine_Oceanic_Benthic	marine benthic biome_marine benthic feature_sea water	12.0	0.08333333333333333
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Alkaline	-	-	-	-	-	-	1.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Alkaline	-_-_-	12.0	0.08333333333333333
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Alkaline	aquatic biome	hot spring	alkaline water	ENVO_00002030	ENVO_00000051	ENVO_01000357	1.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Alkaline	aquatic biome_hot spring_alkaline water	12.0	0.08333333333333333
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Alkaline	aquatic biome	hot spring	microbial mat	ENVO_00002030	ENVO_00000051	ENVO_01000008	1.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Alkaline	aquatic biome_hot spring_microbial mat	12.0	0.08333333333333333
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Alkaline	aquatic biome	hot spring	sediment	ENVO_00002030	ENVO_00000051	ENVO_00002007	1.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Alkaline	aquatic biome_hot spring_sediment	12.0	0.08333333333333333
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Alkaline	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	1.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Alkaline	aquatic biome_pond_sediment	12.0	0.08333333333333333
Environmental	Terrestrial	Geologic	Mine	Unclassified	terrestrial biome	gold mine	fracking liquid	ENVO_00000446	ENVO_00002168	ENVO_01001869	1.0	Environmental_Terrestrial_Geologic_Mine_Unclassified	terrestrial biome_gold mine_fracking liquid	12.0	0.08333333333333333
Environmental	Aquatic	Marine	Intertidal zone	Coral reef	marine coral reef biome	coral reef	biofilm	ENVO_01000049	ENVO_00000150	ENVO_00002034	16.0	Environmental_Aquatic_Marine_Intertidal zone_Coral reef	marine coral reef biome_coral reef_biofilm	193.0	0.08290155440414508
Environmental	Terrestrial	Soil	Unclassified	Grasslands	terrestrial biome	prairie	soil	ENVO_00000446	ENVO_00000260	ENVO_00001998	44.0	Environmental_Terrestrial_Soil_Unclassified_Grasslands	terrestrial biome_prairie_soil	532.0	0.08270676691729323
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	island	highly saline water	ENVO_00002030	ENVO_00000098	ENVO_01001039	11.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome_island_highly saline water	134.0	0.08208955223880597
Environmental	Terrestrial	Plant litter	Unclassified	Unclassified	forest biome	litter layer	plant litter	ENVO_01000174	ENVO_01000338	ENVO_01000628	53.0	Environmental_Terrestrial_Plant litter_Unclassified_Unclassified	forest biome_litter layer_plant litter	655.0	0.08091603053435115
Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	marine water body	planktonic material	ENVO_00000447	ENVO_00001999	ENVO_01000063	26.0	Environmental_Aquatic_Marine_Intertidal zone_Unclassified	marine biome_marine water body_planktonic material	322.0	0.08074534161490683
Environmental	Aquatic	Freshwater	Ice	Glacier	polar biome	glacier ice field	sediment	ENVO_01000339	ENVO_01001532	ENVO_00002007	6.0	Environmental_Aquatic_Freshwater_Ice_Glacier	polar biome_glacier ice field_sediment	75.0	0.08
Environmental	Aquatic	Freshwater	Wetlands	Unclassified	freshwater biome	wetland area	fresh water	ENVO_00000873	ENVO_00000043	ENVO_00002011	5.0	Environmental_Aquatic_Freshwater_Wetlands_Unclassified	freshwater biome_wetland area_fresh water	65.0	0.07692307692307693
Environmental	Aquatic	Marine	Oceanic	Oil-contaminated	ocean biome	oil well	oil field production water	ENVO_01000048	ENVO_01000003	ENVO_00002194	1.0	Environmental_Aquatic_Marine_Oceanic_Oil-contaminated	ocean biome_oil well_oil field production water	13.0	0.07692307692307693
Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Unclassified	aquatic biome	hot spring	-	ENVO_00002030	ENVO_00000051	-	1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Alkaline_Unclassified	aquatic biome_hot spring_-	13.0	0.07692307692307693
Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Unclassified	aquatic biome	saline lake	lake sediment	ENVO_00002030	ENVO_00000019	ENVO_00000546	1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Alkaline_Unclassified	aquatic biome_saline lake_lake sediment	13.0	0.07692307692307693
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Acidic	aquatic biome	geyser	-	ENVO_00002030	ENVO_00000050	-	1.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Acidic	aquatic biome_geyser_-	13.0	0.07692307692307693
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Acidic	aquatic biome	hot spring	microbial mat	ENVO_00002030	ENVO_00000051	ENVO_01000008	1.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Acidic	aquatic biome_hot spring_microbial mat	13.0	0.07692307692307693
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Acidic	aquatic biome	hot spring	sediment	ENVO_00002030	ENVO_00000051	ENVO_00002007	1.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Acidic	aquatic biome_hot spring_sediment	13.0	0.07692307692307693
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Acidic	freshwater lake biome	freshwater lake	microbial mat	ENVO_01000252	ENVO_00000021	ENVO_01000008	1.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Acidic	freshwater lake biome_freshwater lake_microbial mat	13.0	0.07692307692307693
Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	river	sea water	ENVO_00000447	ENVO_00000022	ENVO_00002149	67.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine biome_river_sea water	877.0	0.07639680729760548
Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	marine hydrothermal vent biome	ocean trench	deep marine sediment	ENVO_01000030	ENVO_00000275	ENVO_00002113	6.0	Environmental_Aquatic_Marine_Hydrothermal vents_Sediment	marine hydrothermal vent biome_ocean trench_deep marine sediment	80.0	0.075
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	-	hypersaline water	ENVO_00002030	-	ENVO_00002012	10.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome_-_hypersaline water	134.0	0.07462686567164178
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	alkaline salt lake	lake water	ENVO_00002030	ENVO_00002121	ENVO_04000007	10.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome_alkaline salt lake_lake water	134.0	0.07462686567164178
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	saline evaporation pond	hypersaline water	ENVO_00002030	ENVO_00000055	ENVO_00002012	10.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome_saline evaporation pond_hypersaline water	134.0	0.07462686567164178
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	deep chlorophyll maximum layer	sea water	ENVO_00000447	ENVO_01000326	ENVO_00002149	255.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_deep chlorophyll maximum layer_sea water	3435.0	0.07423580786026202
Environmental	Terrestrial	Peat	Unclassified	Unclassified	terrestrial biome	blanket bog	permafrost	ENVO_00000446	ENVO_00000511	ENVO_00000134	65.0	Environmental_Terrestrial_Peat_Unclassified_Unclassified	terrestrial biome_blanket bog_permafrost	880.0	0.07386363636363637
