ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	ECOSYSTEM_SUBTYPE	SPECIFIC_ECOSYSTEM	BROAD_SCALE_LABEL	LOCAL_SCALE_LABEL	MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	COUNT	gold_path_cat	mixs_cat	count_prop	sum_gp	proportion_gp	sum_mixs	proportion_mixs	interest
Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	polar	permafrost	ENVO_00000446	ENVO_01000238	ENVO_00000134	76.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	terrestrial biome_polar_permafrost	0.027596223674655047	249.0	0.30522088353413657	76.0	1.0	0.00842294377218387
Environmental	Aquatic	Freshwater	Ice	Cryoconite	aquatic biome	cryoconite hole	cryoconite deposit	ENVO_00002030	ENVO_03000039	ENVO_03000038	34.0	Environmental_Aquatic_Freshwater_Ice_Cryoconite	aquatic biome_cryoconite hole_cryoconite deposit	0.012345679012345678	46.0	0.7391304347826086	37.0	0.918918918918919	0.008385196790993891
Environmental	Terrestrial	Soil	Clay	Grasslands	grassland biome	land	bulk soil	ENVO_01000177	ENVO_01001785	ENVO_00005802	31.0	Environmental_Terrestrial_Soil_Clay_Grasslands	grassland biome_land_bulk soil	0.011256354393609296	34.0	0.9117647058823529	38.0	0.8157894736842105	0.008372567006392054
Environmental	Aquatic	Marine	Intertidal zone	Estuary	estuarine biome	estuary		ENVO_01000020	ENVO_00000045		94.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	estuarine biome_estuary_	0.03413217138707335	349.0	0.2693409742120344	104.0	0.9038461538461539	0.008309231495927378
Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	marine salt marsh biome	saline marsh	sediment	ENVO_01000022	ENVO_00000054	ENVO_00002007	85.0	Environmental_Aquatic_Marine_Intertidal zone_Salt marsh	marine salt marsh biome_saline marsh_sediment	0.030864197530864196	305.0	0.2786885245901639	88.0	0.9659090909090909	0.008308264797335834
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	watershed	fresh water	ENVO_00000873	ENVO_00000292	ENVO_00002011	67.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater biome_watershed_fresh water	0.024328249818445898	201.0	0.3333333333333333	67.0	1.0	0.008109416606148633
Environmental	Terrestrial	Soil	Sand	Unclassified	terrestrial biome	beach	beach sand	ENVO_00000446	ENVO_00000091	ENVO_00002138	52.0	Environmental_Terrestrial_Soil_Sand_Unclassified	terrestrial biome_beach_beach sand	0.01888162672476398	124.0	0.41935483870967744	52.0	1.0	0.007918101529739733
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	hypersaline lake	lake water	ENVO_00002030	ENVO_01001020	ENVO_04000007	54.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome_hypersaline lake_lake water	0.0196078431372549	134.0	0.40298507462686567	55.0	0.9818181818181818	0.007758001436666933
Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	terrestrial biome	planetary subsurface zone	hydrocarbon	ENVO_00000446	ENVO_01000941	CHEBI_24632	29.0	Environmental_Terrestrial_Unclassified_Unclassified_Unclassified	terrestrial biome_planetary subsurface zone_hydrocarbon	0.010530137981118372	41.0	0.7073170731707317	29.0	1.0	0.007448146376888605
Environmental	Terrestrial	Soil	Sand	Unclassified	terrestrial biome	river	sand	ENVO_00000446	ENVO_00000022	ENVO_01000017	50.0	Environmental_Terrestrial_Soil_Sand_Unclassified	terrestrial biome_river_sand	0.01815541031227306	124.0	0.4032258064516129	50.0	1.0	0.007320729964626233
Environmental	Aquatic	Marine	Hydrothermal vents	Black smokers	marine black smoker biome	black smoker	sea water	ENVO_01000051	ENVO_00000218	ENVO_00002149	20.0	Environmental_Aquatic_Marine_Hydrothermal vents_Black smokers	marine black smoker biome_black smoker_sea water	0.007262164124909223	20.0	1.0	20.0	1.0	0.007262164124909223
Environmental	Terrestrial	Soil	Loam	Grasslands	grassland biome	land	fertilized soil	ENVO_01000177	ENVO_01001785	ENVO_00005754	41.0	Environmental_Terrestrial_Soil_Loam_Grasslands	grassland biome_land_fertilized soil	0.014887436456063908	77.0	0.5324675324675324	46.0	0.8913043478260869	0.007065437798600628
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	saline lake	lake water	ENVO_00002030	ENVO_00000019	ENVO_04000007	89.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Unclassified	aquatic biome_saline lake_lake water	0.03231663035584604	409.0	0.2176039119804401	91.0	0.978021978021978	0.00687767078773359
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	deep chlorophyll maximum layer	sea water	ENVO_00000447	ENVO_01000326	ENVO_00002149	255.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_deep chlorophyll maximum layer_sea water	0.09259259259259259	3435.0	0.07423580786026202	255.0	1.0	0.006873685912987223
Environmental	Terrestrial	Soil	Sand	Desert	polar desert biome	desert	desert sand	ENVO_01000186	ENVO_01001357	ENVO_00005800	69.0	Environmental_Terrestrial_Soil_Sand_Desert	polar desert biome_desert_desert sand	0.02505446623093682	174.0	0.39655172413793105	100.0	0.69	0.006855420329051161
Environmental	Terrestrial	Soil	Loam	Forest soil	forest biome	tropical forest	forest soil	ENVO_01000174	ENVO_01001803	ENVO_00002261	94.0	Environmental_Terrestrial_Soil_Loam_Forest soil	forest biome_tropical forest_forest soil	0.03413217138707335	332.0	0.28313253012048195	133.0	0.706766917293233	0.006830144632126555
Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome	aquifer	groundwater	ENVO_00000873	ENVO_00012408	ENVO_01001004	60.0	Environmental_Aquatic_Freshwater_Groundwater_Unclassified	freshwater biome_aquifer_groundwater	0.02178649237472767	192.0	0.3125	62.0	0.967741935483871	0.00658865696816361
Environmental	Aquatic	Marine	Wetlands	Sediment	marine biome	saline wetland	sediment	ENVO_00000447	ENVO_00000240	ENVO_00002007	58.0	Environmental_Aquatic_Marine_Wetlands_Sediment	marine biome_saline wetland_sediment	0.021060275962236745	188.0	0.30851063829787234	58.0	1.0	0.006497319179838996
Environmental	Aquatic	Sediment	Unclassified	Unclassified	aquatic biome	aquifer	sediment	ENVO_00002030	ENVO_00012408	ENVO_00002007	47.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	aquatic biome_aquifer_sediment	0.017066085693536674	125.0	0.376	47.0	1.0	0.00641684822076979
Environmental	Terrestrial	Peat	Unclassified	Unclassified	forest biome	peatland	peat soil	ENVO_01000174	ENVO_00000044	ENVO_00005774	126.0	Environmental_Terrestrial_Peat_Unclassified_Unclassified	forest biome_peatland_peat soil	0.0457516339869281	880.0	0.1431818181818182	132.0	0.9545454545454546	0.0062530384054448225
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Sediment	aquatic biome	hot spring	sediment	ENVO_00002030	ENVO_00000051	ENVO_00002007	53.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Sediment	aquatic biome_hot spring_sediment	0.01924473493100944	103.0	0.5145631067961165	85.0	0.6235294117647059	0.006174581430177671
Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	agricultural field	agricultural soil	ENVO_00000446	ENVO_00000114	ENVO_00002259	165.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural	terrestrial biome_agricultural field_agricultural soil	0.05991285403050109	286.0	0.5769230769230769	940.0	0.17553191489361702	0.006067279612335932
Environmental	Aquatic	Freshwater	Wetlands	Bog	freshwater biome	blanket bog	peat soil	ENVO_00000873	ENVO_00000511	ENVO_00005774	40.0	Environmental_Aquatic_Freshwater_Wetlands_Bog	freshwater biome_blanket bog_peat soil	0.014524328249818447	97.0	0.41237113402061853	40.0	1.0	0.005989413711265338
Environmental	Aquatic	Marine	Cold seeps	Sediment	marine cold seep biome	cold seep	marine sediment	ENVO_01000127	ENVO_01000263	ENVO_03000033	21.0	Environmental_Aquatic_Marine_Cold seeps_Sediment	marine cold seep biome_cold seep_marine sediment	0.007625272331154684	26.0	0.8076923076923077	22.0	0.9545454545454546	0.0058789249965720556
Environmental	Aquatic	Marine	Ocean trench	Unclassified	marine biome	ocean trench	sea water	ENVO_00000447	ENVO_00000275	ENVO_00002149	16.0	Environmental_Aquatic_Marine_Ocean trench_Unclassified	marine biome_ocean trench_sea water	0.005809731299927378	16.0	1.0	16.0	1.0	0.005809731299927378
Environmental	Aquatic	Marine	Neritic zone	Sediment	marine biome	marine neritic zone	marine sediment	ENVO_00000447	ENVO_00000206	ENVO_03000033	18.0	Environmental_Aquatic_Marine_Neritic zone_Sediment	marine biome_marine neritic zone_marine sediment	0.006535947712418301	21.0	0.8571428571428571	18.0	1.0	0.0056022408963585435
Environmental	Aquatic	Marine	Oceanic	Sediment	marine benthic biome	marine benthic feature	deep marine sediment	ENVO_01000024	ENVO_01000105	ENVO_00002113	60.0	Environmental_Aquatic_Marine_Oceanic_Sediment	marine benthic biome_marine benthic feature_deep marine sediment	0.02178649237472767	214.0	0.2803738317757009	66.0	0.9090909090909091	0.005553056680049533
Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	marine hydrothermal vent biome	marine hydrothermal vent	hydrothermal fluid	ENVO_01000030	ENVO_01000122	ENVO_01000134	88.0	Environmental_Aquatic_Marine_Hydrothermal vents_Unclassified	marine hydrothermal vent biome_marine hydrothermal vent_hydrothermal fluid	0.03195352214960058	141.0	0.624113475177305	318.0	0.27672955974842767	0.005518713491380232
Environmental	Terrestrial	Soil	Soil crust	Unclassified	desert biome	desert	soil biocrust	ENVO_01000179	ENVO_01001357	ENVO_01000910	45.0	Environmental_Terrestrial_Soil_Soil crust_Unclassified	desert biome_desert_soil biocrust	0.016339869281045753	88.0	0.5113636363636364	69.0	0.6521739130434783	0.0054493141129969775
Environmental	Aquatic	Freshwater	River	Microbial mats	freshwater river biome	river	microbial mat	ENVO_01000253	ENVO_00000022	ENVO_01000008	15.0	Environmental_Aquatic_Freshwater_River_Microbial mats	freshwater river biome_river_microbial mat	0.0054466230936819175	15.0	1.0	15.0	1.0	0.0054466230936819175
Environmental	Aquatic	Freshwater	Pond	Unclassified	aquatic biome		pond water	ENVO_00002030		ENVO_00002228	45.0	Environmental_Aquatic_Freshwater_Pond_Unclassified	aquatic biome__pond water	0.016339869281045753	137.0	0.3284671532846715	45.0	1.0	0.0053671103477887505
Environmental	Aquatic	Marine	Intertidal zone	Microbialites	marine biome		limestone	ENVO_00000447		ENVO_00002053	24.0	Environmental_Aquatic_Marine_Intertidal zone_Microbialites	marine biome__limestone	0.008714596949891068	39.0	0.6153846153846154	24.0	1.0	0.005362828892240658
Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	intertidal zone	sea water	ENVO_00000447	ENVO_00000316	ENVO_00002149	70.0	Environmental_Aquatic_Marine_Intertidal zone_Unclassified	marine biome_intertidal zone_sea water	0.025417574437182282	322.0	0.21739130434782608	74.0	0.9459459459459459	0.005226880759702584
Environmental	Aquatic	Freshwater	Wetlands	Sediment	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	53.0	Environmental_Aquatic_Freshwater_Wetlands_Sediment	aquatic biome_wetland area_sediment	0.01924473493100944	150.0	0.35333333333333333	71.0	0.7464788732394366	0.005075911776639016
Environmental	Aquatic	Marine	River plume	Plankton	marine biome	plume front	planktonic material	ENVO_00000447	ENVO_01000085	ENVO_01000063	22.0	Environmental_Aquatic_Marine_River plume_Plankton	marine biome_plume front_planktonic material	0.007988380537400145	22.0	1.0	35.0	0.6285714285714286	0.005021267766365805
Environmental	Aquatic	Freshwater	River	Unclassified	freshwater river biome			ENVO_01000253			108.0	Environmental_Aquatic_Freshwater_River_Unclassified	freshwater river biome__	0.0392156862745098	866.0	0.12471131639722864	108.0	1.0	0.004890639858714849
Environmental	Terrestrial	Soil	Loam	Contaminated	terrestrial biome	bioreactor	contaminated soil	ENVO_00000446	ENVO_00002123	ENVO_00002116	15.0	Environmental_Terrestrial_Soil_Loam_Contaminated	terrestrial biome_bioreactor_contaminated soil	0.0054466230936819175	17.0	0.8823529411764706	15.0	1.0	0.004805843906189927
Environmental	Aquatic	Freshwater	Drinking water	Unclassified	freshwater biome	waterhole	fresh water	ENVO_00000873	ENVO_00000547	ENVO_00002011	30.0	Environmental_Aquatic_Freshwater_Drinking water_Unclassified	freshwater biome_waterhole_fresh water	0.010893246187363835	69.0	0.43478260869565216	30.0	1.0	0.004736193994506015
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Sediment	aquatic biome	hypersaline lake	lake sediment	ENVO_00002030	ENVO_01001020	ENVO_00000546	13.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Sediment	aquatic biome_hypersaline lake_lake sediment	0.004720406681190995	13.0	1.0	13.0	1.0	0.004720406681190995
Environmental	Terrestrial	Soil	Unclassified	Agricultural land	terrestrial biome	agricultural field	bulk soil	ENVO_00000446	ENVO_00000114	ENVO_00005802	115.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural land	terrestrial biome_agricultural field_bulk soil	0.04175744371822803	803.0	0.1432129514321295	154.0	0.7467532467532467	0.004465738813649833
Environmental	Terrestrial	Soil	Loam	Forest soil	forest biome	land	forest soil	ENVO_01000174	ENVO_01001785	ENVO_00002261	103.0	Environmental_Terrestrial_Soil_Loam_Forest soil	forest biome_land_forest soil	0.0374001452432825	332.0	0.3102409638554217	268.0	0.3843283582089552	0.00445938388875634
Environmental	Terrestrial	Soil	Unclassified	Permafrost	polar biome	polar	peat soil	ENVO_01000339	ENVO_01000238	ENVO_00005774	57.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	polar biome_polar_peat soil	0.020697167755991286	249.0	0.2289156626506024	61.0	0.9344262295081968	0.004427223519600744
Environmental	Aquatic	Freshwater	Sinkhole	Unclassified	freshwater lake biome	sinkhole	fresh water	ENVO_01000252	ENVO_00000195	ENVO_00002011	12.0	Environmental_Aquatic_Freshwater_Sinkhole_Unclassified	freshwater lake biome_sinkhole_fresh water	0.004357298474945534	12.0	1.0	12.0	1.0	0.004357298474945534
Environmental	Aquatic	Freshwater	Wetlands	Bog	freshwater biome	peatland	peat soil	ENVO_00000873	ENVO_00000044	ENVO_00005774	45.0	Environmental_Aquatic_Freshwater_Wetlands_Bog	freshwater biome_peatland_peat soil	0.016339869281045753	97.0	0.4639175257731959	83.0	0.5421686746987951	0.004109829250294081
Environmental	Aquatic	Marine	Deep subsurface	Rock	marine biome	oceanic subsurface zone	rock	ENVO_00000447	ENVO_01001045	ENVO_00001995	11.0	Environmental_Aquatic_Marine_Deep subsurface_Rock	marine biome_oceanic subsurface zone_rock	0.0039941902687000725	11.0	1.0	11.0	1.0	0.0039941902687000725
Environmental	Aquatic	Marine	Sediment	Unclassified	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	69.0	Environmental_Aquatic_Marine_Sediment_Unclassified	marine benthic biome_marine benthic feature_marine sediment	0.02505446623093682	94.0	0.7340425531914894	330.0	0.20909090909090908	0.0038454001845741517
Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	coastal inlet	sea water	ENVO_00000447	ENVO_00000137	ENVO_00002149	163.0	Environmental_Aquatic_Marine_Intertidal zone_Unclassified	marine biome_coastal inlet_sea water	0.059186637618010164	322.0	0.5062111801242236	1292.0	0.12616099071207432	0.0037799015798918143
Environmental	Aquatic	Freshwater	Wetlands	Unclassified	freshwater biome	peatland	peat soil	ENVO_00000873	ENVO_00000044	ENVO_00005774	38.0	Environmental_Aquatic_Freshwater_Wetlands_Unclassified	freshwater biome_peatland_peat soil	0.013798111837327523	65.0	0.5846153846153846	83.0	0.4578313253012048	0.003693136884726774
Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	marine salt marsh biome	intertidal zone	sediment	ENVO_01000022	ENVO_00000316	ENVO_00002007	55.0	Environmental_Aquatic_Marine_Intertidal zone_Salt marsh	marine salt marsh biome_intertidal zone_sediment	0.019970951343500364	305.0	0.18032786885245902	55.0	1.0	0.003601319094729574
Environmental	Terrestrial	Soil	Wetlands	Unclassified	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	49.0	Environmental_Terrestrial_Soil_Wetlands_Unclassified	tropical biome_peatland_peat soil	0.017792302106027596	258.0	0.18992248062015504	49.0	1.0	0.00337915815191997
Environmental	Aquatic	Marine	Coastal	Brine	marine biome	coastal water body	brine	ENVO_00000447	ENVO_02000049	ENVO_00003044	12.0	Environmental_Aquatic_Marine_Coastal_Brine	marine biome_coastal water body_brine	0.004357298474945534	12.0	1.0	16.0	0.75	0.003267973856209151
Environmental	Aquatic	Freshwater	River	River biofilm	freshwater river biome	river	biofilm	ENVO_01000253	ENVO_00000022	ENVO_00002034	9.0	Environmental_Aquatic_Freshwater_River_River biofilm	freshwater river biome_river_biofilm	0.0032679738562091504	9.0	1.0	9.0	1.0	0.0032679738562091504
Host-associated	Plants	Roots	Rhizosphere	Soil	terrestrial biome	rhizosphere	soil	ENVO_00000446	ENVO_00005801	ENVO_00001998	53.0	Host-associated_Plants_Roots_Rhizosphere_Soil	terrestrial biome_rhizosphere_soil	0.01924473493100944	138.0	0.38405797101449274	120.0	0.44166666666666665	0.0032643997838892216
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	land	forest soil	ENVO_01000174	ENVO_01001785	ENVO_00002261	155.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	forest biome_land_forest soil	0.05628177196804648	1549.0	0.1000645577792124	268.0	0.5783582089552238	0.0032572039051008274
Environmental	Terrestrial	Soil	Soil crust	Unclassified	terrestrial biome	land	soil biocrust	ENVO_00000446	ENVO_01001785	ENVO_01000910	28.0	Environmental_Terrestrial_Soil_Soil crust_Unclassified	terrestrial biome_land_soil biocrust	0.010167029774872912	88.0	0.3181818181818182	28.0	1.0	0.0032349640192777447
Environmental	Aquatic	Freshwater	Groundwater	Acid Mine Drainage	aquatic biome	acid mine drainage	biofilm	ENVO_00002030	ENVO_00001997	ENVO_00002034	23.0	Environmental_Aquatic_Freshwater_Groundwater_Acid Mine Drainage	aquatic biome_acid mine drainage_biofilm	0.008351488743645606	50.0	0.46	28.0	0.8214285714285714	0.003155669675277518
Environmental	Aquatic	Marine	Deep subsurface	Deep subsurface	marine biome	oceanic subsurface zone	sea water	ENVO_00000447	ENVO_01001045	ENVO_00002149	14.0	Environmental_Aquatic_Marine_Deep subsurface_Deep subsurface	marine biome_oceanic subsurface zone_sea water	0.005083514887436456	14.0	1.0	23.0	0.6086956521739131	0.0030943134097439298
Environmental	Aquatic	Freshwater	Groundwater	Contaminated	aquatic biome		contaminated water	ENVO_00002030		ENVO_00002186	28.0	Environmental_Aquatic_Freshwater_Groundwater_Contaminated	aquatic biome__contaminated water	0.010167029774872912	93.0	0.3010752688172043	28.0	1.0	0.003061041222542382
Environmental	Aquatic	Freshwater	Drinking water	Delivery networks	freshwater biome		drinking water	ENVO_00000873		ENVO_00003064	21.0	Environmental_Aquatic_Freshwater_Drinking water_Delivery networks	freshwater biome__drinking water	0.007625272331154684	25.0	0.84	44.0	0.4772727272727273	0.0030570409982174688
Environmental	Aquatic	Marine	Oceanic	Sediment	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	84.0	Environmental_Aquatic_Marine_Oceanic_Sediment	marine benthic biome_marine benthic feature_marine sediment	0.030501089324618737	214.0	0.3925233644859813	330.0	0.2545454545454545	0.0030475175060111835
Environmental	Terrestrial	Agricultural field	Unclassified	Unclassified	terrestrial biome	paddy field	paddy field soil	ENVO_00000446	ENVO_00000297	ENVO_00005740	33.0	Environmental_Terrestrial_Agricultural field_Unclassified_Unclassified	terrestrial biome_paddy field_paddy field soil	0.011982570806100218	46.0	0.717391304347826	96.0	0.34375	0.0029549410343847685
Environmental	Aquatic	Marine	Mud volcano	Sediment	marine hydrothermal vent biome	mud volcano	marine sediment	ENVO_01000030	ENVO_00000402	ENVO_03000033	9.0	Environmental_Aquatic_Marine_Mud volcano_Sediment	marine hydrothermal vent biome_mud volcano_marine sediment	0.0032679738562091504	9.0	1.0	10.0	0.9	0.0029411764705882353
Environmental	Aquatic	Marine	Archipelago	Sediment	marine biome	archipelago	marine sediment	ENVO_00000447	ENVO_00000220	ENVO_03000033	8.0	Environmental_Aquatic_Marine_Archipelago_Sediment	marine biome_archipelago_marine sediment	0.002904865649963689	8.0	1.0	8.0	1.0	0.002904865649963689
Environmental	Aquatic	Marine	Marginal Sea	Unclassified	tropical marine coral reef biome	coral reef	sea water	ENVO_01000854	ENVO_00000150	ENVO_00002149	8.0	Environmental_Aquatic_Marine_Marginal Sea_Unclassified	tropical marine coral reef biome_coral reef_sea water	0.002904865649963689	8.0	1.0	8.0	1.0	0.002904865649963689
Environmental	Terrestrial	Deep subsurface	Unclassified	Unclassified	terrestrial biome	planetary subsurface zone	rock	ENVO_00000446	ENVO_01000941	ENVO_00001995	29.0	Environmental_Terrestrial_Deep subsurface_Unclassified_Unclassified	terrestrial biome_planetary subsurface zone_rock	0.010530137981118372	106.0	0.27358490566037735	29.0	1.0	0.0028808868061550265
Environmental	Terrestrial	Soil	Unclassified	Grasslands	grassland biome	land	grassland soil	ENVO_01000177	ENVO_01001785	ENVO_00005750	80.0	Environmental_Terrestrial_Soil_Unclassified_Grasslands	grassland biome_land_grassland soil	0.029048656499636893	532.0	0.15037593984962405	125.0	0.64	0.0027956601744011443
