	ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	ECOSYSTEM_SUBTYPE	SPECIFIC_ECOSYSTEM	ENV_BROAD_SCALE_LABEL	ENV_LOCAL_SCALE_LABEL	ENV_MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	COUNT
364	Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	marine hydrothermal vent biome	undersea feature	deep marine sediment	ENVO_01000030	ENVO_00000104	ENVO_00002113	11
365	Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	11
366	Environmental	Aquatic	Marine	Oceanic	Oil-contaminated sediment	marine benthic biome	marine benthic feature		ENVO_01000024	ENVO_01000105		11
367	Environmental	Aquatic	Marine	Unclassified	Unclassified	estuarine biome	estuary	estuarine water	ENVO_01000020	ENVO_00000045	ENVO_01000301	11
368	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	island	highly saline water	ENVO_00002030	ENVO_00000098	ENVO_01001039	11
369	Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome	river	river water	ENVO_00002030	ENVO_00000022	ENVO_01000599	11
370	Environmental	Terrestrial	Soil	Unclassified	Contaminated	terrestrial biome	laboratory environment	contaminated soil	ENVO_00000446	ENVO_01001405	ENVO_00002116	11
371	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	land	bulk soil	ENVO_01000174	ENVO_01001785	ENVO_00005802	11
372	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	solid layer	eucalyptus forest soil	ENVO_01000174	ENVO_01001275	ENVO_00005787	11
373	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	mixed forest biome	temperate forest	forest soil	ENVO_01000198	ENVO_01001805	ENVO_00002261	11
374	Environmental	Terrestrial	Soil	Unclassified	Permafrost	tundra biome	tundra	permafrost	ENVO_01000180	ENVO_00000112	ENVO_00000134	11
375	Environmental	Aquatic	Freshwater	Lake	Sediment	aquatic biome	lake	lake sediment	ENVO_00002030	ENVO_00000020	ENVO_00000546	10
376	Environmental	Aquatic	Freshwater	Sediment	Unclassified	freshwater biome	bayou	sediment	ENVO_00000873	ENVO_00000234	ENVO_00002007	10
377	Environmental	Aquatic	Marine	Intertidal zone	Estuary							10
378	Environmental	Aquatic	Marine	Intertidal zone	Estuary	marine biome	estuary	sea water	ENVO_00000447	ENVO_00000045	ENVO_00002149	10
379	Environmental	Aquatic	Marine	Oceanic	Oil-contaminated sediment	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	10
380	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	aquatic biome	hot spring	microbial mat	ENVO_00002030	ENVO_00000051	ENVO_01000008	10
381	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome		hypersaline water	ENVO_00002030		ENVO_00002012	10
382	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	alkaline salt lake	lake water	ENVO_00002030	ENVO_00002121	ENVO_04000007	10
383	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	saline evaporation pond	hypersaline water	ENVO_00002030	ENVO_00000055	ENVO_00002012	10
384	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	pond	saline water	ENVO_00002030	ENVO_00000033	ENVO_00002010	10
385	Environmental	Terrestrial	Deep subsurface	Fracking water	Unclassified	terrestrial biome	gas well	fracking liquid	ENVO_00000446	ENVO_01001870	ENVO_01001869	10
386	Environmental	Terrestrial	Soil	Clay	Agricultural land	terrestrial biome	agricultural field	agricultural soil	ENVO_00000446	ENVO_00000114	ENVO_00002259	10
387	Environmental	Terrestrial	Soil	Unclassified	Contaminated	terrestrial biome	land	contaminated soil	ENVO_00000446	ENVO_01001785	ENVO_00002116	10
388	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	cloud forest	forest soil	ENVO_01000174	ENVO_01001457	ENVO_00002261	10
389	Environmental	Terrestrial	Soil	Unclassified	Permafrost	polar biome	polar	permafrost	ENVO_01000339	ENVO_01000238	ENVO_00000134	10
390	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	area designated as a nature reserve	soil	ENVO_00000446	ENVO_00000363	ENVO_00001998	10
391	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	meadow ecosystem	meadow soil	ENVO_00000446	ENVO_00000108	ENVO_00005761	10
392	Environmental	Terrestrial	Soil	Wetlands	Permafrost	terrestrial biome	wetland area	permafrost	ENVO_00000446	ENVO_00000043	ENVO_00000134	10
393	Environmental	Aquatic	Freshwater	Groundwater	Contaminated	aquatic biome	acid mine drainage	acidic water	ENVO_00002030	ENVO_00001997	ENVO_01000358	9
394	Environmental	Aquatic	Freshwater	River	River biofilm	freshwater river biome	river	biofilm	ENVO_01000253	ENVO_00000022	ENVO_00002034	9
395	Environmental	Aquatic	Marine	Coastal	Sediment	marine biome	coastal water body	microbial mat	ENVO_00000447	ENVO_02000049	ENVO_01000008	9
396	Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	marine hydrothermal vent biome	marine hydrothermal vent		ENVO_01000030	ENVO_01000122		9
397	Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine benthic biome	bay	marine sediment	ENVO_01000024	ENVO_00000032	ENVO_03000033	9
398	Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	estuary	estuarine water	ENVO_00000447	ENVO_00000045	ENVO_01000301	9
399	Environmental	Aquatic	Marine	Mud volcano	Sediment	marine hydrothermal vent biome	mud volcano	marine sediment	ENVO_01000030	ENVO_00000402	ENVO_03000033	9
400	Environmental	Aquatic	Marine	Neritic zone	Unclassified	marine biome	oceanic subsurface zone	sea water	ENVO_00000447	ENVO_01001045	ENVO_00002149	9
401	Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	marine oxygen minimum zone	sea water	ENVO_00000447	ENVO_01000065	ENVO_00002149	9
402	Environmental	Aquatic	Marine	Oceanic	Unclassified	oceanic mesopelagic zone biome	marine mesopelagic zone	sea water	ENVO_01000036	ENVO_00000213	ENVO_00002149	9
403	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	island	sea water	ENVO_00000447	ENVO_00000098	ENVO_00002149	9
404	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	mesocosm	sea water	ENVO_00000447	ENVO_01000620	ENVO_00002149	9
405	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	pond	sediment	ENVO_00000447	ENVO_00000033	ENVO_00002007	9
406	Environmental	Aquatic	Sediment	Unclassified	Unclassified	mangrove biome	mangrove swamp	sediment	ENVO_01000181	ENVO_00000057	ENVO_00002007	9
407	Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome	oil well	manufactured product	ENVO_00002030	ENVO_01000003	ENVO_00003074	9
408	Environmental	Terrestrial	Soil	Clay	Agricultural land	grassland biome	land	grassland soil	ENVO_01000177	ENVO_01001785	ENVO_00005750	9
409	Environmental	Terrestrial	Soil	Loam	Agricultural soil	terrestrial biome	rhizosphere	bulk soil	ENVO_00000446	ENVO_00005801	ENVO_00005802	9
410	Environmental	Terrestrial	Soil	Soil crust	Unclassified							9
411	Environmental	Terrestrial	Soil	Unclassified	Contaminated	terrestrial biome	planetary subsurface zone	sediment	ENVO_00000446	ENVO_01000941	ENVO_00002007	9
412	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	river	soil	ENVO_00000446	ENVO_00000022	ENVO_00001998	9
413	Environmental	Terrestrial	Soil	Wetlands	Unclassified	terrestrial biome	wetland area	peat soil	ENVO_00000446	ENVO_00000043	ENVO_00005774	9
414	Environmental	Aquatic	Freshwater	Drinking water	Unclassified	aquatic biome		drinking water	ENVO_00002030		ENVO_00003064	8
415	Environmental	Aquatic	Freshwater	Groundwater	Cave water	freshwater biome	aquifer	biofilm	ENVO_00000873	ENVO_00012408	ENVO_00002034	8
416	Environmental	Aquatic	Freshwater	Groundwater	Unclassified	aquatic biome	geyser	groundwater	ENVO_00002030	ENVO_00000050	ENVO_01001004	8
417	Environmental	Aquatic	Freshwater	Lake	Sediment	freshwater lake biome	freshwater littoral zone	lake sediment	ENVO_01000252	ENVO_01000409	ENVO_00000546	8
418	Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	freshwater lake	Cyanobacteria	ENVO_01000252	ENVO_00000021	NCBITaxon_1117	8
419	Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	meromictic lake	lake water	ENVO_01000252	ENVO_00000199	ENVO_04000007	8
420	Environmental	Aquatic	Freshwater	Pond	Unclassified	freshwater biome	pond	pond water	ENVO_00000873	ENVO_00000033	ENVO_00002228	8
421	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	stream	fresh water	ENVO_00000873	ENVO_00000023	ENVO_00002011	8
422	Environmental	Aquatic	Marine	Archipelago	Sediment	marine biome	archipelago	marine sediment	ENVO_00000447	ENVO_00000220	ENVO_03000033	8
423	Environmental	Aquatic	Marine	Coastal	"Sediment
"	marine biome	coastal water body	marine sediment	ENVO_00000447	ENVO_02000049	ENVO_03000033	8
424	Environmental	Aquatic	Marine	Marginal Sea	Unclassified	tropical marine coral reef biome	coral reef	sea water	ENVO_01000854	ENVO_00000150	ENVO_00002149	8
425	Environmental	Aquatic	Marine	Oceanic	Sediment	marine benthic biome	oceanic subsurface zone	marine sediment	ENVO_01000024	ENVO_01001045	ENVO_03000033	8
426	Environmental	Aquatic	Marine	Pelagic	Unclassified	marine biome	marine water body	particulate matter in a hydrosphere	ENVO_00000447	ENVO_00001999	ENVO_01001651	8
427	Environmental	Aquatic	Marine	Volcanic	Unclassified	marine hydrothermal vent biome	volcano	hydrothermal fluid	ENVO_01000030	ENVO_00000247	ENVO_01000134	8
428	Environmental	Aquatic	Sediment	Unclassified	Unclassified	aquatic biome	coal mine	sediment	ENVO_00002030	ENVO_00002169	ENVO_00002007	8
429	Environmental	Terrestrial	Deep subsurface	Fracking water	Unclassified	terrestrial biome	borehole	fracking liquid	ENVO_00000446	ENVO_00002226	ENVO_01001869	8
430	Environmental	Terrestrial	Geologic	Mine	Unclassified	aquatic biome	mine	asbestos	ENVO_00002030	ENVO_00000076	CHEBI_46661	8
431	Environmental	Terrestrial	Oil reservoir	Unclassified	Unclassified	terrestrial biome	oil reservoir	sandstone	ENVO_00000446	ENVO_00002185	ENVO_00002055	8
432	Environmental	Terrestrial	Soil	Loam	Unclassified	terrestrial biome	land	sediment	ENVO_00000446	ENVO_01001785	ENVO_00002007	8
433	Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	agricultural field	bulk soil	ENVO_00000446	ENVO_00000114	ENVO_00005802	8
434	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	terrestrial biome	land	agricultural soil	ENVO_00000446	ENVO_01001785	ENVO_00002259	8
435	Environmental	Terrestrial	Soil	Unclassified	Grasslands	grassland biome	land	surface soil	ENVO_01000177	ENVO_01001785	ENVO_02000059	8
436	Environmental	Terrestrial	Soil	Unclassified	Unclassified	anthropogenic terrestrial biome	house	soil	ENVO_01000219	ENVO_01000417	ENVO_00001998	8
437	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	farm	agricultural soil	ENVO_00000446	ENVO_00000078	ENVO_00002259	8
438	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	park	soil	ENVO_00000446	ENVO_00000562	ENVO_00001998	8
439	Environmental	Terrestrial	Soil	Unclassified	Unclassified	urban biome	latrine	soil	ENVO_01000249	ENVO_01000519	ENVO_00001998	8
440	Host-associated	Microbial	Bacteria	Unclassified	Unclassified	aquatic biome	hot spring	microbial mat	ENVO_00002030	ENVO_00000051	ENVO_01000008	8
441	Environmental	Aquatic	Freshwater	Lentic	Unclassified	aquatic biome	lake	lake water	ENVO_00002030	ENVO_00000020	ENVO_04000007	7
442	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater lake biome	freshwater lake	lake water	ENVO_01000252	ENVO_00000021	ENVO_04000007	7
443	Environmental	Aquatic	Marine	Coastal	Unclassified	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	7
444	Environmental	Aquatic	Marine	Hydrothermal vents	Microbial mats	marine hydrothermal vent biome	ocean trench	microbial mat	ENVO_01000030	ENVO_00000275	ENVO_01000008	7
445	Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	marine hydrothermal vent biome	marine hydrothermal vent	marine sediment	ENVO_01000030	ENVO_01000122	ENVO_03000033	7
446	Environmental	Aquatic	Marine	Intertidal zone	Microbialites	marine biome	intertidal zone		ENVO_00000447	ENVO_00000316		7
447	Environmental	Aquatic	Marine	Oceanic	Sediment	aquatic biome	borehole	sediment	ENVO_00002030	ENVO_00002226	ENVO_00002007	7
448	Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	island	sea water	ENVO_00000447	ENVO_00000098	ENVO_00002149	7
449	Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	marine water body	mesotrophic water	ENVO_00000447	ENVO_00001999	ENVO_00002225	7
450	Environmental	Aquatic	Marine	Unclassified	Unclassified							7
451	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	saline evaporation pond	saline water	ENVO_00002030	ENVO_00000055	ENVO_00002010	7
452	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Acidic	aquatic biome	hot spring		ENVO_00002030	ENVO_00000051		7
453	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Alkaline	aquatic biome	hot spring		ENVO_00002030	ENVO_00000051		7
454	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Neutral	aquatic biome	hot spring		ENVO_00002030	ENVO_00000051		7
455	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Neutral	aquatic biome	hot spring	sediment	ENVO_00002030	ENVO_00000051	ENVO_00002007	7
456	Environmental	Terrestrial	Agricultural field	Unclassified	Unclassified	terrestrial biome	ranch	agricultural soil	ENVO_00000446	ENVO_01001207	ENVO_00002259	7
457	Environmental	Terrestrial	Geologic	Unclassified	Unclassified	terrestrial biome	planetary subsurface zone	natural gas	ENVO_00000446	ENVO_01000941	ENVO_01000552	7
458	Environmental	Terrestrial	Peat	Unclassified	Unclassified	terrestrial biome	blanket bog	peat soil	ENVO_00000446	ENVO_00000511	ENVO_00005774	7
459	Environmental	Terrestrial	Peat	Unclassified	Unclassified	terrestrial biome	fen	peat soil	ENVO_00000446	ENVO_00000232	ENVO_00005774	7
460	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	desert biome	desert	rock	ENVO_01000179	ENVO_01001357	ENVO_00001995	7
461	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	desert biome	pinnacle	biofilm	ENVO_01000179	ENVO_00000481	ENVO_00002034	7
462	Environmental	Terrestrial	Soil	Sand	Unclassified	terrestrial biome		sand	ENVO_00000446		ENVO_01000017	7
463	Environmental	Terrestrial	Soil	Sand	Unclassified	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	7
464	Environmental	Terrestrial	Soil	Unclassified	Contaminated	terrestrial biome		contaminated soil	ENVO_00000446		ENVO_00002116	7
465	Environmental	Terrestrial	Soil	Unclassified	Oil-contaminated	terrestrial biome	field	contaminated soil	ENVO_00000446	ENVO_01000352	ENVO_00002116	7
466	Environmental	Terrestrial	Soil	Unclassified	Unclassified	desert biome	desert	soil	ENVO_01000179	ENVO_01001357	ENVO_00001998	7
467	Environmental	Terrestrial	Soil	Unclassified	Unclassified	grassland biome	land	bulk soil	ENVO_01000177	ENVO_01001785	ENVO_00005802	7
468	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	rhizosphere	bulk soil	ENVO_00000446	ENVO_00005801	ENVO_00005802	7
469	Environmental	Terrestrial	Soil	Unclassified	Uranium contaminated	terrestrial biome	drainage basin	contaminated soil	ENVO_00000446	ENVO_00000291	ENVO_00002116	7
470	Environmental	Terrestrial	Volcanic	Fumaroles	Unclassified	terrestrial biome	volcano		ENVO_00000446	ENVO_00000247		7
471	Environmental	Aquatic	Freshwater	Ice	Glacial lake	freshwater lake biome	glacial lake	meltwater	ENVO_01000252	ENVO_00000488	ENVO_01000722	6
472	Environmental	Aquatic	Freshwater	Ice	Glacial lake	freshwater lake biome	glacial lake	microbial mat	ENVO_01000252	ENVO_00000488	ENVO_01000008	6
473	Environmental	Aquatic	Freshwater	Ice	Glacier	polar biome	glacier ice field	sediment	ENVO_01000339	ENVO_01001532	ENVO_00002007	6
474	Environmental	Aquatic	Freshwater	Ice	Unclassified	polar desert biome	desert	ice	ENVO_01000186	ENVO_01001357	ENVO_01001125	6
475	Environmental	Aquatic	Freshwater	Lake	Algal bloom	freshwater lake biome	freshwater algal bloom	lake water	ENVO_01000252	ENVO_2000005	ENVO_04000007	6
476	Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	hydroelectric dam	lake water	ENVO_01000252	ENVO_00000468	ENVO_04000007	6
477	Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	thermokarst lake	lake water	ENVO_01000252	ENVO_03000082	ENVO_04000007	6
478	Environmental	Aquatic	Freshwater	Lentic	Epilimnion	freshwater lake biome	epilimnion	planktonic material	ENVO_01000252	ENVO_00002131	ENVO_01000063	6
479	Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	bayou	surface water	ENVO_00000873	ENVO_00000234	ENVO_00002042	6
480	Environmental	Aquatic	Freshwater	Pond	Sediment	freshwater biome	pond	sediment	ENVO_00000873	ENVO_00000033	ENVO_00002007	6
481	Environmental	Aquatic	Freshwater	River	Sediment	estuarine biome	river	sediment	ENVO_01000020	ENVO_00000022	ENVO_00002007	6
482	Environmental	Aquatic	Freshwater	Sediment	Unclassified	freshwater biome	aquifer	sediment	ENVO_00000873	ENVO_00012408	ENVO_00002007	6
483	Environmental	Aquatic	Freshwater	Subglacial lake	Unclassified	freshwater lake biome	subglacial lake	lake water	ENVO_01000252	ENVO_03000120	ENVO_04000007	6
484	Environmental	Aquatic	Freshwater	Wetlands	Sediment	aquatic biome	delta	sediment	ENVO_00002030	ENVO_00000101	ENVO_00002007	6
485	Environmental	Aquatic	Freshwater	Wetlands	Sediment	aquatic biome	estuary	sediment	ENVO_00002030	ENVO_00000045	ENVO_00002007	6
486	Environmental	Aquatic	Marine	Continental margin	Sediment	marine biome	continental margin	marine sediment	ENVO_00000447	ENVO_01000298	ENVO_03000033	6
487	Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	marine hydrothermal vent biome	ocean trench	deep marine sediment	ENVO_01000030	ENVO_00000275	ENVO_00002113	6
488	Environmental	Aquatic	Marine	Intertidal zone	Estuary	estuarine biome	intertidal zone	estuarine water	ENVO_01000020	ENVO_00000316	ENVO_01000301	6
489	Environmental	Aquatic	Marine	Intertidal zone	Estuary	marine biome	estuary	marine sediment	ENVO_00000447	ENVO_00000045	ENVO_03000033	6
490	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	marine salt marsh biome	saline marsh	sea water	ENVO_01000022	ENVO_00000054	ENVO_00002149	6
491	Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine biome	fjord	sediment	ENVO_00000447	ENVO_00000039	ENVO_00002007	6
492	Environmental	Aquatic	Marine	Neritic zone	Unclassified	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	6
493	Environmental	Aquatic	Marine	Oceanic	Benthic	marine benthic biome	marine benthic feature	wood fall	ENVO_01000024	ENVO_01000105	ENVO_01000142	6
494	Environmental	Aquatic	Marine	Oceanic	Oil-contaminated	marine biome	oil spill	sea water	ENVO_00000447	ENVO_00002061	ENVO_00002149	6
495	Environmental	Aquatic	Marine	Oceanic	Oil-contaminated sediment	mangrove biome	mangrove swamp		ENVO_01000181	ENVO_00000057		6
496	Environmental	Aquatic	Marine	Oceanic	Sediment	estuarine biome	estuary		ENVO_01000020	ENVO_00000045		6
497	Environmental	Aquatic	Marine	Oceanic	Sediment	marine hydrothermal vent biome	marine hydrothermal vent	deep marine sediment	ENVO_01000030	ENVO_01000122	ENVO_00002113	6
498	Environmental	Aquatic	Marine	Oil seeps	Unclassified	marine biome	oil seep	sea water	ENVO_00000447	ENVO_00002063	ENVO_00002149	6
499	Environmental	Aquatic	Marine	Sea ice	Unclassified	marine biome	island	sea ice	ENVO_00000447	ENVO_00000098	ENVO_00002200	6
500	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	tidal mudflat		ENVO_00000447	ENVO_00000241		6
501	Environmental	Aquatic	Marine	Wetlands	Sediment	aquatic biome	wetland area		ENVO_00002030	ENVO_00000043		6
502	Environmental	Aquatic	Marine	Wetlands	Sediment	aquatic biome	wetland area	gravel	ENVO_00002030	ENVO_00000043	ENVO_01000018	6
503	Environmental	Aquatic	Marine	Wetlands	Sediment	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	6
504	Environmental	Aquatic	Marine	Wetlands	Unclassified	marine biome	saline wetland		ENVO_00000447	ENVO_00000240		6
505	Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Microbial mats	aquatic biome	lagoon	microbial mat	ENVO_00002030	ENVO_00000038	ENVO_01000008	6
506	Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Unclassified	aquatic biome	spring	alkaline water	ENVO_00002030	ENVO_00000027	ENVO_01000357	6
507	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Sediment	aquatic biome	lake	lake sediment	ENVO_00002030	ENVO_00000020	ENVO_00000546	6
508	Environmental	Aquatic	Non-marine Saline and Alkaline	Salt crystallizer ponds	Unclassified	aquatic biome	saline evaporation pond	hypersaline water	ENVO_00002030	ENVO_00000055	ENVO_00002012	6
509	Environmental	Aquatic	Sediment	Unclassified	Unclassified	freshwater river biome	delta	microbial mat	ENVO_01000253	ENVO_00000101	ENVO_01000008	6
510	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified							6
511	Environmental	Terrestrial	Deep subsurface	Clay	Unclassified	terrestrial biome	borehole	clay	ENVO_00000446	ENVO_00002226	ENVO_00002982	6
512	Environmental	Terrestrial	Deep subsurface	Clay	Unclassified	terrestrial biome	planetary subsurface zone	clay	ENVO_00000446	ENVO_01000941	ENVO_00002982	6
513	Environmental	Terrestrial	Deep subsurface	Unclassified	Unclassified	terrestrial biome	gas well	sediment	ENVO_00000446	ENVO_01001870	ENVO_00002007	6
514	Environmental	Terrestrial	Deep subsurface	Water well	Unclassified	terrestrial biome	gas well	fluid environmental material	ENVO_00000446	ENVO_01001870	ENVO_02000140	6
515	Environmental	Terrestrial	Oil reservoir	Unclassified	Unclassified	terrestrial biome	oil reservoir		ENVO_00000446	ENVO_00002185		6
516	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	desert biome	endolithic environment	rock	ENVO_01000179	ENVO_01000303	ENVO_00001995	6
517	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome			ENVO_00000446			6
518	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome		rock	ENVO_00000446		ENVO_00001995	6
519	Environmental	Terrestrial	Soil	Clay	Unclassified	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	6
520	Environmental	Terrestrial	Soil	Sand	Desert							6
521	Environmental	Terrestrial	Soil	Sand	Desert	desert biome	research facility	soil	ENVO_01000179	ENVO_00000469	ENVO_00001998	6
522	Environmental	Terrestrial	Soil	Unclassified	Agricultural land							6
523	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	terrestrial biome	agricultural field	arable soil	ENVO_00000446	ENVO_00000114	ENVO_00005742	6
524	Environmental	Terrestrial	Soil	Unclassified	Desert	desert biome	desert	bare soil	ENVO_01000179	ENVO_01001357	ENVO_01001616	6
525	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	land	humus	ENVO_01000174	ENVO_01001785	ENVO_01000000	6
526	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	litter layer	plant litter	ENVO_01000174	ENVO_01000338	ENVO_01000628	6
527	Environmental	Terrestrial	Soil	Unclassified	Unclassified	forest biome	peatland	peat soil	ENVO_01000174	ENVO_00000044	ENVO_00005774	6
528	Environmental	Terrestrial	Soil	Unclassified	Unclassified	mangrove biome	bay	soil	ENVO_01000181	ENVO_00000032	ENVO_00001998	6
529	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	drainage basin	contaminated soil	ENVO_00000446	ENVO_00000291	ENVO_00002116	6
530	Environmental	Terrestrial	Soil	Wetlands	Permafrost	terrestrial biome	fen	permafrost	ENVO_00000446	ENVO_00000232	ENVO_00000134	6
531	Environmental	Air	Indoor Air	Unclassified	Unclassified		closed animal house	aerosol		ENVO_01000921	ENVO_00010505	5
532	Environmental	Aquatic	Freshwater	Creek	Sediment	aquatic biome	bayou	sediment	ENVO_00002030	ENVO_00000234	ENVO_00002007	5
533	Environmental	Aquatic	Freshwater	Groundwater	Cave water	freshwater biome	cave	groundwater	ENVO_00000873	ENVO_00000067	ENVO_01001004	5
534	Environmental	Aquatic	Freshwater	Groundwater	Mine drainage	aquatic biome	acid mine drainage	biofilm	ENVO_00002030	ENVO_00001997	ENVO_00002034	5
535	Environmental	Aquatic	Freshwater	Lake	Sediment	freshwater lake biome	mesotrophic lake	lake sediment	ENVO_01000252	ENVO_01000775	ENVO_00000546	5
536	Environmental	Aquatic	Freshwater	Lake	Sediment	freshwater lake biome	oligotrophic lake	lake sediment	ENVO_01000252	ENVO_01000774	ENVO_00000546	5
537	Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	freshwater lake	microbial mat	ENVO_01000252	ENVO_00000021	ENVO_01000008	5
538	Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	freshwater lake	stromatolite mat	ENVO_01000252	ENVO_00000021	ENVO_00002157	5
539	Environmental	Aquatic	Freshwater	Lentic	Unclassified	freshwater lake biome	freshwater lake	lake sediment	ENVO_01000252	ENVO_00000021	ENVO_00000546	5
540	Environmental	Aquatic	Freshwater	Microbialites	Unclassified	freshwater biome		rock	ENVO_00000873		ENVO_00001995	5
541	Environmental	Aquatic	Freshwater	Microbialites	Unclassified	freshwater lake biome	crater lake	rock	ENVO_01000252	ENVO_01001062	ENVO_00001995	5
542	Environmental	Aquatic	Freshwater	Sediment	Unclassified	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	5
543	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	aquatic biome	ballast tank	balast water	ENVO_00002030	ENVO_01000873	ENVO_01000872	5
544	Environmental	Aquatic	Freshwater	Wetlands	Unclassified	freshwater biome	wetland area	fresh water	ENVO_00000873	ENVO_00000043	ENVO_00002011	5
545	Environmental	Aquatic	Marine	Coastal	Unclassified	marine hydrothermal vent biome	marine hydrothermal vent	sediment	ENVO_01000030	ENVO_01000122	ENVO_00002007	5
546	Environmental	Aquatic	Marine	Cold seeps	Sediment	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	5
547	Environmental	Aquatic	Marine	Intertidal zone	Mangrove sediment	mangrove biome	estuary		ENVO_01000181	ENVO_00000045		5
